id_venta,id_producto,id_cliente,cantidad,fecha,valor_total_venta
V005048,P0235,C0033,2,2023-02-06,85.2
V006766,P0061,C0281,5,2021-02-18,378.40000000000003
V000758,P0043,C0230,10,2020-12-28,73.8
V000747,P0432,C0003,10,2023-04-12,604.0999999999999
V002746,P0046,C0279,5,2021-12-13,38.55
V000718,P0006,C0203,3,2021-12-30,114.44999999999999
V000284,P0342,C0178,7,2021-07-27,592.69
V000358,P0470,C0088,9,2022-03-30,671.1299999999999
V001228,P0261,C0092,9,2021-07-27,644.04
V006431,P0435,C0109,7,2020-12-31,550.69
V007397,P0119,C0071,1,2022-02-13,94.73
V005584,P0061,C0299,7,2022-12-22,529.76
V006220,P0527,C0278,9,2023-11-16,794.43
V006515,P0138,C0230,1,2023-07-31,41.86
V005654,P0434,C0173,3,2024-07-06,211.56
V004393,P0082,C0026,8,2021-03-13,282.56
V005871,P0454,C0026,3,2023-05-29,183.63
V004054,P0457,C0116,5,2024-06-01,21.549999999999997
V003700,P0488,C0250,3,2024-02-13,131.88
V001174,P0035,C0009,9,2020-12-06,839.07
V003500,P0197,C0035,4,2021-01-06,128.2
V001010,P0345,C0297,2,2022-06-04,145.22
V000371,P0013,C0064,7,2024-04-17,55.86
V000166,P0578,C0253,9,2023-02-17,805.9499999999999
V007254,P0457,C0229,3,2023-07-22,12.93
V003335,P0022,C0145,10,2020-01-11,424.3
V006125,P0261,C0125,2,2021-06-04,143.12
V006541,P0009,C0164,4,2023-09-02,91.96
V007019,P0153,C0238,2,2022-03-29,105.26
V007460,P0455,C0049,3,2020-01-10,257.34000000000003
V003051,P0542,C0015,7,2022-07-10,322.84
V006625,P0044,C0270,6,2022-02-01,64.26
V005198,P0192,C0190,9,2023-03-11,761.58
V006800,P0100,C0054,7,2023-02-12,186.34
V003357,P0174,C0127,10,2024-07-03,606.7
V003195,P0176,C0129,8,2021-12-30,609.6
V000817,P0179,C0069,5,2020-10-04,186.4
V001860,P0388,C0073,10,2020-05-02,556.8
V000277,P0238,C0015,2,2023-11-13,10.34
V006579,P0169,C0234,3,2020-04-23,21.39
V003951,P0200,C0036,7,2024-04-30,46.69
V003815,P0164,C0224,1,2022-12-10,88.92
V006802,P0551,C0005,10,2023-01-16,720.8
V000403,P0348,C0154,6,2021-04-30,504.72
V000367,P0176,C0042,2,2024-05-12,152.4
V001719,P0043,C0017,5,2023-03-25,36.9
V003665,P0554,C0224,1,2024-04-28,42.83
V003048,P0206,C0037,8,2020-12-22,153.6
V004436,P0249,C0265,10,2020-07-18,84.9
V003690,P0483,C0277,5,2023-07-18,389.15
V003871,P0598,C0072,5,2020-09-07,155.8
V003026,P0173,C0174,10,2023-03-09,589.0999999999999
V001346,P0591,C0025,2,2020-01-07,22.3
V003819,P0113,C0247,9,2023-04-06,194.85
V006020,P0250,C0291,7,2023-01-18,570.43
V007040,P0479,C0031,6,2020-04-17,68.4
V002234,P0126,C0169,8,2023-03-06,484.88
V004672,P0487,C0263,7,2020-06-06,398.85999999999996
V000508,P0483,C0070,8,2020-11-08,622.64
V007422,P0068,C0210,8,2023-07-07,238.48
V002996,P0183,C0050,7,2023-03-03,585.9
V002587,P0390,C0092,6,2023-12-11,175.74
V001320,P0378,C0142,3,2023-09-24,73.83
V000067,P0129,C0072,8,2020-02-14,459.12
V001849,P0236,C0142,3,2020-11-28,226.04999999999998
V006276,P0564,C0163,5,2021-04-10,458.65000000000003
V001319,P0113,C0192,2,2023-03-17,43.3
V007132,P0507,C0279,3,2020-02-22,37.53
V004777,P0325,C0188,2,2023-01-19,14.32
V004951,P0061,C0283,5,2021-11-22,378.40000000000003
V003245,P0535,C0045,6,2024-04-26,46.32
V001793,P0133,C0092,10,2021-07-23,325.4
V007988,P0278,C0054,1,2023-10-03,25.89
V006195,P0307,C0122,4,2022-01-31,90.4
V005263,P0058,C0112,7,2023-11-07,230.36999999999998
V004415,P0410,C0276,3,2020-01-14,225.54000000000002
V004386,P0141,C0145,5,2021-06-27,69.2
V004517,P0255,C0260,5,2020-04-02,246.14999999999998
V002513,P0166,C0070,8,2022-04-15,454.4
V000490,P0262,C0182,4,2024-04-07,232.56
V005459,P0347,C0250,5,2021-04-28,108.3
V004794,P0120,C0076,10,2021-10-28,273.4
V005216,P0104,C0027,4,2021-09-04,154.8
V000688,P0035,C0213,5,2021-11-19,466.15000000000003
V002695,P0153,C0054,9,2022-01-15,473.67
V002772,P0103,C0005,4,2023-04-01,193.48
V005952,P0145,C0228,9,2022-01-12,260.55
V000234,P0190,C0245,9,2023-01-13,132.57
V000999,P0229,C0144,1,2020-04-25,17.08
V007147,P0441,C0060,5,2023-09-30,452.9
V002034,P0194,C0133,9,2023-12-20,390.42
V001375,P0104,C0051,9,2024-01-25,348.3
V005263,P0196,C0112,1,2023-11-07,34.67
V001990,P0526,C0182,1,2024-01-24,24.26
V003483,P0521,C0187,3,2023-12-03,60.92999999999999
V001873,P0012,C0072,2,2020-01-11,91.08
V004149,P0553,C0045,6,2024-01-31,81.06
V005202,P0230,C0150,3,2020-01-15,186.66
V007143,P0013,C0036,3,2023-02-22,23.94
V002304,P0094,C0250,6,2022-05-29,208.02
V002070,P0367,C0237,8,2022-11-16,353.92
V007213,P0149,C0185,4,2023-09-30,100.2
V000247,P0373,C0099,5,2022-10-20,479.05
V001335,P0089,C0138,9,2023-04-12,853.83
V005495,P0247,C0003,10,2021-04-29,532.0
V007733,P0534,C0285,3,2021-09-14,236.85000000000002
V007467,P0194,C0223,3,2021-08-15,130.14000000000001
V004987,P0238,C0295,9,2024-02-15,46.53
V001297,P0475,C0155,8,2022-03-07,580.88
V001908,P0239,C0237,1,2021-06-07,44.7
V002570,P0129,C0277,3,2024-07-04,172.17000000000002
V003022,P0241,C0190,2,2024-02-28,64.18
V000723,P0347,C0126,3,2020-06-19,64.98
V001742,P0354,C0222,2,2022-06-08,9.16
V007019,P0063,C0238,1,2022-03-29,71.8
V000168,P0093,C0214,9,2023-12-28,686.07
V005553,P0418,C0162,1,2023-06-09,33.56
V004177,P0174,C0195,1,2021-07-05,60.67
V005342,P0382,C0089,9,2020-01-08,594.8100000000001
V002432,P0068,C0263,6,2023-01-19,178.85999999999999
V001217,P0008,C0050,7,2023-11-14,589.3299999999999
V002886,P0206,C0222,5,2022-01-28,96.0
V004507,P0358,C0174,4,2020-05-19,380.64
V006393,P0270,C0133,9,2023-01-22,185.58
V007287,P0302,C0088,5,2021-06-23,206.29999999999998
V005280,P0122,C0270,8,2024-01-18,350.56
V005586,P0510,C0037,7,2023-01-04,300.3
V004068,P0481,C0155,10,2021-07-13,764.4
V002406,P0560,C0256,5,2022-01-15,173.25
V002227,P0507,C0057,1,2023-07-05,12.51
V007027,P0509,C0258,5,2022-07-23,303.6
V005533,P0565,C0072,3,2020-11-11,280.89
V007468,P0177,C0178,8,2023-12-03,655.52
V001877,P0218,C0206,7,2021-01-05,451.84999999999997
V000175,P0097,C0027,1,2023-06-27,47.92
V003904,P0244,C0119,7,2020-11-30,551.6700000000001
V001336,P0340,C0165,9,2021-06-11,144.54
V003004,P0438,C0126,4,2020-09-13,91.48
V004713,P0475,C0046,10,2020-03-16,726.1
V005359,P0037,C0203,5,2024-03-22,355.95
V001027,P0301,C0153,9,2023-11-30,450.63
V007959,P0497,C0249,2,2022-06-28,70.36
V002043,P0486,C0262,6,2024-01-27,300.36
V003952,P0488,C0285,3,2022-02-03,131.88
V004602,P0274,C0220,3,2023-02-08,151.53
V003134,P0170,C0048,7,2024-03-30,451.36
V001606,P0214,C0133,8,2020-10-10,171.92
V005505,P0220,C0090,9,2020-04-15,529.9200000000001
V000931,P0013,C0234,2,2023-07-06,15.96
V007396,P0452,C0244,6,2021-10-17,106.85999999999999
V006700,P0385,C0075,2,2020-04-29,67.94
V000790,P0172,C0260,2,2020-12-15,13.1
V005779,P0226,C0286,4,2022-08-17,363.36
V007199,P0508,C0144,6,2021-11-07,441.12
V005173,P0331,C0096,8,2023-09-07,683.84
V003520,P0359,C0229,4,2022-07-07,102.16
V002392,P0439,C0139,10,2023-10-29,331.8
V001214,P0188,C0028,4,2022-05-20,8.84
V006098,P0397,C0112,8,2021-07-28,207.84
V004675,P0435,C0073,7,2022-08-08,550.69
V003810,P0101,C0120,3,2021-04-09,258.09000000000003
V004085,P0478,C0263,9,2022-09-21,769.0500000000001
V003424,P0411,C0053,1,2023-11-23,72.27
V000415,P0040,C0053,2,2021-04-28,71.14
V003350,P0432,C0112,6,2023-09-25,362.46
V002278,P0145,C0165,4,2021-03-27,115.8
V002898,P0405,C0048,5,2021-11-18,402.9
V005631,P0320,C0240,4,2022-02-19,14.52
V006657,P0193,C0217,3,2024-03-15,123.96000000000001
V005208,P0006,C0186,7,2022-05-06,267.05
V001089,P0220,C0250,3,2023-01-03,176.64000000000001
V006010,P0268,C0182,7,2023-07-24,371.42
V001316,P0139,C0253,4,2020-06-29,316.68
V005241,P0378,C0042,5,2020-03-16,123.05
V006324,P0035,C0190,10,2021-03-09,932.3000000000001
V006925,P0187,C0099,8,2023-04-12,218.32
V000653,P0120,C0132,10,2020-03-09,273.4
V000563,P0006,C0226,9,2023-06-09,343.34999999999997
V005721,P0144,C0208,1,2023-08-16,13.28
V002002,P0544,C0015,1,2020-10-12,80.22
V002327,P0354,C0113,10,2021-11-24,45.8
V003628,P0167,C0232,3,2021-04-18,264.51
V004329,P0097,C0148,4,2022-01-11,191.68
V000455,P0226,C0261,1,2023-04-10,90.84
V004790,P0228,C0090,9,2022-11-13,93.78
V006511,P0102,C0061,6,2021-04-18,295.68
V006431,P0396,C0109,9,2020-12-31,312.39
V001878,P0496,C0299,10,2020-03-21,604.0
V002963,P0157,C0246,6,2022-10-13,309.78000000000003
V003008,P0227,C0058,4,2023-08-26,364.48
V000817,P0381,C0069,1,2020-10-04,17.28
V007565,P0131,C0283,1,2021-02-11,1.94
V000945,P0198,C0035,10,2022-09-06,23.1
V001850,P0541,C0138,2,2022-03-27,50.58
V003796,P0439,C0178,10,2024-02-16,331.8
V005602,P0460,C0071,1,2022-01-05,77.56
V000621,P0388,C0015,4,2020-06-21,222.72
V002398,P0044,C0241,8,2021-03-30,85.68
V000687,P0546,C0104,7,2021-12-08,511.28000000000003
V000190,P0522,C0253,3,2023-05-20,95.13
V001324,P0035,C0270,2,2024-02-28,186.46
V003516,P0182,C0031,3,2020-12-13,83.37
V000857,P0221,C0295,2,2020-02-15,165.12
V001529,P0426,C0190,5,2022-08-22,278.15000000000003
V002669,P0247,C0211,4,2021-01-23,212.8
V004869,P0556,C0240,5,2020-01-31,371.0
V002527,P0066,C0153,8,2021-09-04,137.2
V000440,P0407,C0015,1,2021-03-24,82.39
V002460,P0205,C0217,3,2024-01-08,267.93
V001631,P0401,C0038,6,2023-11-11,482.88
V007363,P0147,C0113,6,2023-05-01,352.74
V005517,P0324,C0220,6,2023-04-08,410.58000000000004
V000296,P0340,C0152,3,2021-11-29,48.17999999999999
V000763,P0166,C0069,10,2022-10-08,568.0
V005923,P0216,C0129,4,2022-09-20,32.24
V004839,P0499,C0209,10,2022-05-06,367.29999999999995
V004952,P0257,C0067,1,2021-02-14,65.13
V005618,P0568,C0109,10,2022-02-26,697.4
V005576,P0108,C0291,6,2020-12-18,66.24
V004385,P0355,C0057,2,2020-02-11,189.74
V001671,P0066,C0009,8,2021-06-07,137.2
V000551,P0375,C0278,3,2021-03-01,150.81
V005375,P0546,C0223,7,2020-09-20,511.28000000000003
V001874,P0251,C0027,7,2020-10-05,598.15
V005822,P0080,C0264,4,2024-02-22,93.36
V004704,P0101,C0165,10,2024-02-26,860.3
V005407,P0173,C0042,3,2020-11-05,176.73
V006845,P0474,C0228,1,2022-02-11,1.82
V000803,P0020,C0195,8,2024-06-16,549.68
V001471,P0586,C0168,10,2020-11-02,576.7
V007974,P0014,C0147,2,2020-07-30,151.94
V003265,P0429,C0184,5,2024-04-26,105.05000000000001
V000140,P0480,C0247,9,2021-01-09,306.45
V006380,P0543,C0253,4,2023-01-29,190.08
V000407,P0486,C0223,5,2023-11-30,250.3
V000921,P0171,C0256,6,2023-01-28,154.85999999999999
V001210,P0556,C0131,7,2023-02-13,519.4
V001144,P0071,C0238,3,2024-01-09,192.09
V004738,P0578,C0056,1,2021-03-03,89.55
V003213,P0173,C0081,4,2024-04-17,235.64
V005908,P0587,C0104,2,2021-11-14,75.76
V006929,P0342,C0248,1,2021-12-29,84.67
V007804,P0563,C0116,2,2021-02-20,126.34
V004591,P0329,C0069,3,2022-03-10,47.31
V006737,P0525,C0238,1,2022-07-17,73.64
V007608,P0554,C0190,6,2020-06-10,256.98
V000350,P0347,C0153,1,2020-02-10,21.66
V004778,P0410,C0120,10,2022-11-28,751.8000000000001
V006257,P0381,C0046,5,2022-01-12,86.4
V000216,P0456,C0262,7,2023-07-19,306.59999999999997
V004423,P0200,C0245,1,2023-08-08,6.67
V007342,P0526,C0071,9,2023-12-15,218.34
V001163,P0137,C0187,1,2023-10-04,33.77
V004528,P0558,C0253,10,2020-02-08,335.4
V000206,P0157,C0078,9,2024-02-10,464.67
V004419,P0386,C0106,2,2023-12-25,68.02
V005059,P0139,C0041,4,2022-02-07,316.68
V000328,P0130,C0226,5,2023-10-29,293.4
V002025,P0358,C0031,3,2021-12-02,285.48
V004057,P0150,C0263,9,2023-10-01,881.28
V004842,P0287,C0149,10,2021-12-02,686.7
V006976,P0261,C0237,9,2024-05-12,644.04
V002952,P0078,C0009,3,2021-10-12,184.71
V002497,P0565,C0132,3,2022-02-22,280.89
V006114,P0214,C0099,1,2022-12-30,21.49
V006130,P0028,C0185,2,2020-04-29,155.18
V002574,P0108,C0089,10,2020-05-21,110.39999999999999
V007013,P0167,C0119,4,2022-03-06,352.68
V001511,P0022,C0015,10,2022-10-08,424.3
V007854,P0274,C0088,4,2020-06-27,202.04
V007390,P0536,C0169,1,2021-06-10,84.88
V003131,P0516,C0174,7,2022-01-02,166.11
V003171,P0576,C0037,5,2023-01-01,239.1
V005470,P0305,C0285,8,2020-08-12,441.04
V006872,P0110,C0216,5,2024-05-05,141.75
V005057,P0136,C0044,10,2024-02-05,652.0
V000627,P0512,C0036,6,2020-10-23,277.68
V000579,P0120,C0116,5,2020-02-11,136.7
V004216,P0518,C0001,8,2022-12-15,607.28
V001836,P0401,C0073,2,2022-01-28,160.96
V004320,P0506,C0139,1,2021-08-04,49.72
V000548,P0061,C0079,7,2022-12-07,529.76
V001002,P0264,C0038,10,2020-10-23,604.5
V004119,P0456,C0169,1,2023-07-02,43.8
V003943,P0359,C0011,3,2024-02-06,76.62
V004373,P0121,C0265,4,2023-01-19,59.24
V005182,P0332,C0178,2,2023-02-11,26.26
V000705,P0394,C0034,7,2022-05-28,177.17
V006268,P0236,C0078,2,2020-09-26,150.7
V003852,P0014,C0251,9,2023-05-10,683.73
V007819,P0246,C0099,10,2022-03-28,397.70000000000005
V006687,P0382,C0255,1,2022-07-18,66.09
V000786,P0442,C0092,8,2022-07-31,530.96
V007378,P0100,C0150,8,2024-03-15,212.96
V005828,P0206,C0067,6,2022-03-12,115.19999999999999
V007387,P0210,C0126,4,2020-12-09,268.2
V005177,P0565,C0212,6,2024-07-09,561.78
V007034,P0552,C0002,2,2020-09-24,161.54
V002065,P0287,C0112,10,2021-09-25,686.7
V002483,P0410,C0090,3,2020-12-22,225.54000000000002
V002806,P0555,C0187,6,2023-08-01,386.22
V002017,P0158,C0198,2,2021-03-15,22.18
V005009,P0101,C0026,1,2023-04-21,86.03
V001245,P0588,C0036,10,2020-06-12,232.89999999999998
V004790,P0153,C0090,9,2022-11-13,473.67
V006669,P0112,C0237,10,2022-06-02,379.6
V003246,P0255,C0197,2,2023-10-08,98.46
V000796,P0397,C0247,6,2023-08-16,155.88
V005833,P0316,C0005,2,2020-12-15,37.28
V002695,P0468,C0054,2,2022-01-15,20.4
V002866,P0137,C0206,7,2022-06-15,236.39000000000001
V004845,P0355,C0260,6,2024-05-20,569.22
V006393,P0080,C0133,1,2023-01-22,23.34
V006833,P0068,C0178,9,2021-12-11,268.28999999999996
V000752,P0336,C0204,6,2022-11-29,239.45999999999998
V001447,P0542,C0245,4,2024-01-17,184.48
V003199,P0254,C0185,9,2022-07-14,654.39
V001868,P0417,C0174,7,2021-08-17,424.83
V000867,P0255,C0187,9,2022-08-01,443.07
V000696,P0247,C0248,4,2020-08-17,212.8
V002845,P0514,C0165,4,2024-06-24,94.72
V000896,P0584,C0071,4,2020-01-19,312.68
V006563,P0551,C0227,1,2023-12-21,72.08
V000753,P0235,C0001,8,2021-09-12,340.8
V000706,P0343,C0275,7,2022-04-11,15.959999999999999
V004241,P0036,C0127,4,2023-10-11,25.92
V004942,P0360,C0241,9,2021-07-28,539.73
V000251,P0413,C0152,9,2023-03-08,865.17
V003954,P0150,C0255,3,2021-02-05,293.76
V005333,P0083,C0106,10,2021-05-25,495.4
V006809,P0432,C0251,5,2023-01-19,302.04999999999995
V004658,P0004,C0113,3,2020-04-03,218.64
V006302,P0014,C0078,3,2020-08-02,227.91
V001934,P0465,C0120,5,2020-08-01,194.7
V000833,P0479,C0166,1,2024-01-21,11.4
V006872,P0355,C0216,6,2024-05-05,569.22
V003096,P0435,C0300,2,2022-02-05,157.34
V001034,P0452,C0198,6,2023-02-24,106.85999999999999
V002237,P0003,C0224,1,2022-08-14,50.58
V003994,P0594,C0156,1,2022-02-25,32.74
V003468,P0396,C0002,7,2022-11-14,242.97
V006786,P0215,C0156,3,2023-10-07,171.27
V004879,P0030,C0188,5,2022-11-30,208.85000000000002
V004389,P0010,C0145,9,2024-01-06,291.59999999999997
V005442,P0584,C0004,3,2023-09-06,234.51
V007991,P0294,C0277,5,2023-11-11,472.5
V002093,P0536,C0069,7,2021-07-24,594.16
V006911,P0159,C0076,10,2021-01-06,583.4000000000001
V006152,P0455,C0114,10,2022-09-30,857.8
V002749,P0247,C0234,4,2023-10-12,212.8
V001749,P0040,C0190,8,2022-02-21,284.56
V004199,P0192,C0271,5,2020-07-14,423.1
V002129,P0100,C0161,10,2022-10-19,266.2
V003770,P0343,C0037,7,2020-10-14,15.959999999999999
V003356,P0174,C0071,9,2021-03-29,546.03
V006415,P0541,C0117,3,2022-06-29,75.87
V004286,P0292,C0283,3,2022-09-08,117.35999999999999
V003829,P0342,C0237,5,2021-02-25,423.35
V007075,P0192,C0038,2,2022-04-30,169.24
V003861,P0254,C0089,7,2022-11-01,508.96999999999997
V003641,P0092,C0215,8,2022-10-09,192.4
V005979,P0287,C0150,2,2023-02-15,137.34
V001860,P0324,C0073,10,2020-05-02,684.3000000000001
V003471,P0481,C0295,7,2023-04-25,535.0799999999999
V005101,P0214,C0035,5,2020-05-05,107.44999999999999
V007716,P0315,C0099,8,2021-06-19,99.6
V006002,P0283,C0230,5,2021-09-27,63.35
V004391,P0493,C0137,5,2021-01-21,306.6
V000268,P0338,C0297,6,2020-04-19,213.36
V005029,P0111,C0075,2,2020-08-08,150.12
V006117,P0597,C0261,6,2020-06-26,205.38
V002693,P0081,C0137,10,2023-07-11,595.8
V000708,P0268,C0025,5,2021-08-02,265.3
V006687,P0381,C0255,10,2022-07-18,172.8
V003108,P0551,C0215,1,2022-01-17,72.08
V002525,P0164,C0263,9,2021-07-31,800.28
V002189,P0397,C0206,1,2024-02-10,25.98
V007341,P0048,C0074,10,2024-03-01,229.3
V005675,P0268,C0051,6,2023-08-07,318.36
V001929,P0511,C0216,4,2023-10-10,327.4
V001769,P0147,C0035,8,2020-04-18,470.32
V007780,P0339,C0195,4,2022-01-16,164.6
V000043,P0366,C0049,10,2022-02-23,32.8
V002628,P0457,C0030,8,2022-07-27,34.48
V003144,P0158,C0104,6,2022-12-03,66.53999999999999
V002761,P0220,C0161,2,2022-01-20,117.76
V003898,P0388,C0165,2,2020-10-03,111.36
V005187,P0251,C0074,7,2023-06-21,598.15
V006378,P0385,C0247,5,2022-10-28,169.85
V007163,P0540,C0190,6,2023-03-24,287.70000000000005
V007672,P0297,C0149,8,2020-06-09,615.12
V001475,P0402,C0041,7,2022-01-11,288.26
V002634,P0554,C0075,8,2023-10-31,342.64
V002328,P0475,C0027,4,2023-01-05,290.44
V003783,P0030,C0237,6,2023-02-03,250.62
V002231,P0270,C0224,8,2021-09-26,164.96
V003403,P0446,C0045,5,2023-10-04,347.55
V003850,P0331,C0075,6,2023-02-19,512.88
V001690,P0511,C0200,6,2023-10-28,491.09999999999997
V004822,P0294,C0210,10,2021-01-08,945.0
V006524,P0535,C0101,9,2023-12-26,69.48
V003214,P0061,C0084,10,2024-04-22,756.8000000000001
V002685,P0422,C0005,10,2023-12-17,532.2
V001896,P0375,C0073,1,2023-04-14,50.27
V006413,P0359,C0243,1,2023-12-22,25.54
V006295,P0158,C0147,2,2022-06-23,22.18
V000767,P0592,C0279,4,2020-12-09,342.64
V001900,P0115,C0214,2,2021-05-13,185.26
V002842,P0501,C0278,1,2020-10-23,36.91
V003415,P0178,C0142,1,2020-02-25,11.5
V003878,P0170,C0109,6,2024-06-30,386.88
V002174,P0208,C0070,8,2022-04-12,784.72
V001040,P0213,C0159,7,2022-03-06,577.29
V004623,P0210,C0086,8,2022-05-22,536.4
V007920,P0216,C0113,7,2021-08-19,56.42
V002965,P0120,C0045,4,2023-02-06,109.36
V007070,P0027,C0028,5,2021-01-30,169.25
V005858,P0422,C0238,2,2022-09-26,106.44
V004625,P0507,C0088,2,2023-10-31,25.02
V004952,P0145,C0067,4,2021-02-14,115.8
V000314,P0560,C0154,2,2023-12-20,69.3
V006090,P0531,C0142,1,2020-05-26,53.56
V003377,P0549,C0278,9,2020-09-22,534.51
V004451,P0427,C0260,6,2020-10-11,96.06
V001986,P0301,C0144,8,2020-11-06,400.56
V000892,P0572,C0137,9,2020-10-24,675.09
V006994,P0492,C0051,1,2020-06-02,27.25
V001253,P0250,C0011,7,2020-05-02,570.43
V004768,P0349,C0065,3,2022-02-02,87.0
V000714,P0377,C0227,2,2022-08-31,74.08
V002489,P0533,C0131,4,2020-08-09,84.36
V004346,P0248,C0048,3,2024-03-21,92.22
V001770,P0180,C0104,6,2021-05-20,478.86
V007063,P0594,C0218,9,2023-06-26,294.66
V005416,P0215,C0082,4,2022-05-26,228.36
V000446,P0294,C0127,9,2020-12-01,850.5
V003706,P0065,C0073,5,2022-08-11,449.15
V004533,P0412,C0241,6,2023-04-21,480.48
V007658,P0301,C0011,7,2023-11-14,350.49
V003034,P0232,C0188,7,2023-03-19,256.55
V003761,P0266,C0005,7,2021-02-02,337.82
V007386,P0484,C0160,5,2021-10-22,28.450000000000003
V001324,P0484,C0270,6,2024-02-28,34.14
V005998,P0333,C0109,3,2020-08-10,107.69999999999999
V003972,P0543,C0148,7,2024-04-19,332.64000000000004
V007505,P0338,C0073,6,2020-06-13,213.36
V000395,P0475,C0184,8,2020-05-10,580.88
V000454,P0053,C0032,9,2023-11-16,158.76
V004258,P0023,C0127,1,2023-02-18,21.95
V007981,P0211,C0261,5,2024-03-31,171.85
V002681,P0491,C0165,3,2022-02-04,141.48
V004465,P0046,C0166,8,2023-03-06,61.68
V006192,P0022,C0088,3,2021-08-21,127.28999999999999
V006346,P0144,C0217,3,2021-08-01,39.839999999999996
V004072,P0270,C0076,3,2024-06-21,61.86
V002397,P0532,C0159,3,2023-01-19,138.21
V003689,P0438,C0246,7,2023-05-13,160.09
V006010,P0224,C0182,5,2023-07-24,78.1
V000544,P0183,C0150,9,2022-08-08,753.3000000000001
V003917,P0108,C0160,5,2021-10-28,55.199999999999996
V007456,P0436,C0282,8,2023-09-16,785.52
V006240,P0396,C0213,9,2022-06-28,312.39
V007371,P0019,C0030,2,2023-07-29,147.94
V000285,P0564,C0281,3,2021-02-15,275.19
V001247,P0238,C0271,4,2020-06-27,20.68
V005792,P0349,C0086,1,2020-07-01,29.0
V001779,P0077,C0234,7,2023-06-17,9.31
V004297,P0333,C0050,9,2023-12-25,323.09999999999997
V001145,P0009,C0101,5,2024-02-02,114.94999999999999
V000152,P0150,C0182,1,2022-02-05,97.92
V003776,P0077,C0039,9,2023-07-31,11.97
V003836,P0254,C0113,5,2024-01-19,363.54999999999995
V001114,P0143,C0265,8,2021-06-30,705.12
V007704,P0407,C0147,7,2020-11-09,576.73
V007245,P0303,C0071,10,2020-10-01,725.6999999999999
V003705,P0460,C0267,2,2023-11-07,155.12
V007963,P0031,C0049,2,2021-08-16,134.34
V001565,P0550,C0154,6,2020-05-15,217.07999999999998
V003622,P0577,C0156,1,2024-04-16,12.31
V007971,P0450,C0076,4,2021-05-10,240.08
V001525,P0426,C0152,6,2021-05-26,333.78000000000003
V006668,P0335,C0163,1,2024-05-20,76.12
V002807,P0510,C0099,6,2023-05-07,257.4
V005747,P0012,C0286,2,2020-11-24,91.08
V000057,P0598,C0277,7,2023-02-13,218.12
V005726,P0213,C0278,1,2024-03-21,82.47
V002600,P0400,C0194,7,2022-01-17,697.9699999999999
V006166,P0394,C0246,9,2022-01-29,227.79
V000373,P0446,C0133,2,2021-04-09,139.02
V003584,P0201,C0148,9,2023-02-22,28.62
V007116,P0270,C0075,9,2024-02-02,185.58
V006288,P0536,C0069,1,2020-11-17,84.88
V003192,P0524,C0244,1,2021-11-11,19.23
V007876,P0178,C0046,1,2022-04-29,11.5
V002425,P0208,C0182,10,2020-06-09,980.9000000000001
V006780,P0558,C0127,1,2022-02-06,33.54
V002548,P0415,C0161,10,2020-01-21,930.5
V003076,P0036,C0090,6,2023-08-22,38.88
V001820,P0013,C0071,7,2020-08-16,55.86
V004178,P0282,C0169,2,2020-03-07,23.4
V002551,P0580,C0275,1,2024-04-28,9.33
V001114,P0327,C0265,6,2021-06-30,66.0
V001177,P0091,C0186,3,2021-09-04,215.01
V003568,P0318,C0132,2,2024-04-02,141.02
V005001,P0587,C0104,3,2023-06-12,113.64000000000001
V006678,P0287,C0192,10,2020-04-26,686.7
V002981,P0144,C0194,7,2022-09-05,92.96
V006423,P0274,C0049,3,2020-10-11,151.53
V001658,P0121,C0237,5,2023-09-08,74.05
V005409,P0083,C0262,6,2021-10-05,297.24
V005507,P0291,C0209,3,2023-09-03,75.53999999999999
V002596,P0342,C0148,7,2023-05-29,592.69
V000709,P0540,C0148,3,2022-09-04,143.85000000000002
V005810,P0149,C0148,1,2020-05-12,25.05
V003822,P0400,C0241,10,2020-12-24,997.0999999999999
V005625,P0365,C0002,1,2021-12-21,41.28
V002074,P0422,C0138,3,2022-08-28,159.66
V001265,P0381,C0132,4,2023-07-16,69.12
V001882,P0110,C0263,7,2023-05-23,198.45000000000002
V007028,P0337,C0282,5,2021-01-23,72.4
V003407,P0475,C0149,3,2021-10-13,217.82999999999998
V004007,P0004,C0220,5,2024-05-11,364.4
V007223,P0551,C0117,1,2023-10-25,72.08
V002432,P0261,C0263,8,2023-01-19,572.48
V007727,P0261,C0074,1,2022-09-24,71.56
V001623,P0193,C0033,1,2023-11-30,41.32
V005283,P0279,C0249,2,2023-04-05,5.2
V004176,P0423,C0124,3,2021-09-04,191.73
V007869,P0557,C0041,9,2023-09-23,669.96
V003123,P0555,C0001,4,2022-05-31,257.48
V005571,P0339,C0047,10,2023-08-19,411.5
V000552,P0068,C0004,2,2024-03-02,59.62
V003378,P0523,C0300,3,2024-05-09,179.76
V000555,P0412,C0057,9,2023-09-05,720.72
V007712,P0224,C0212,10,2022-07-16,156.2
V001275,P0100,C0224,10,2021-08-06,266.2
V002178,P0108,C0278,7,2023-03-13,77.28
V005929,P0234,C0223,6,2024-05-30,407.70000000000005
V006955,P0539,C0210,3,2021-10-09,51.150000000000006
V002375,P0329,C0246,7,2021-08-17,110.39
V004477,P0242,C0032,5,2021-09-22,448.5
V002005,P0269,C0260,8,2022-01-06,593.44
V001414,P0550,C0147,2,2020-09-27,72.36
